id,title,recipient,amount_usd,date,grantmaker,category,focus_area,fund,is_residual,country,topics,funders,url,description
eaf-01536,Let's Fund — Effective Altruism Infrastructure Fund,Let's Fund,10000,2018-10-01,EA Funds,Other,Effective Altruism Infrastructure Fund,Effective Altruism Infrastructure Fund,,,,,,"Perform in-depth research into fledgling projects, which is made public, with the aim of helping people to fund projects that aren’t a sure bet, but will be enormously impactful if they succeed"
eaf-01537,Berkeley Rationality and Effective Altruism Community Hub — Effective Altruism Infrastructure Fund,Berkeley Rationality and Effective Altruism Community Hub,5000,2018-10-01,EA Funds,Other,Effective Altruism Infrastructure Fund,Effective Altruism Infrastructure Fund,,,,,,Facilitate cooperation between individuals and groups who are trying to improve the world
op-01854,UC Berkeley — Research on Drought-Tolerant Rice (Brian Staskawicz),"University of California, Berkeley",200000,2018-10-01,Open Philanthropy,Other,Other Scientific Research Areas,,,,,,,UC Berkeley — Research on Drought-Tolerant Rice (Brian Staskawicz). Focus area: Other Scientific Research Areas
op-01845,University of Michigan — Support for David Manley,University of Michigan,46696,2018-10-01,Open Philanthropy,Other,Other Areas,,,,,,,University of Michigan — Support for David Manley. Focus area: Other Areas
op-01847,CDC Foundation — Malaria Control Research Project (2018),CDC Foundation,1044501,2018-10-01,Open Philanthropy,GH,Science for Global Health,,,,,,,CDC Foundation — Malaria Control Research Project (2018). Focus area: Science for Global Health
op-01836,University of Edinburgh — Scholarship Program in Applied Animal Behavior and Animal Welfare,University of Edinburgh,102041,2018-10-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,University of Edinburgh — Scholarship Program in Applied Animal Behavior and Animal Welfare. Focus area: Farm Animal Welfare
op-01843,Citizen Action of New York — Criminal Justice Reform Advocacy in New York State,Citizen Action of New York,266000,2018-10-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,Citizen Action of New York — Criminal Justice Reform Advocacy in New York State. Focus area: Criminal Justice Reform
op-01837,Food Frontier — General Support,Food Frontier,100000,2018-10-01,Open Philanthropy,AW,Alternatives to Animal Products,,,,,,,Food Frontier — General Support. Focus area: Alternatives to Animal Products
op-01848,Duke University — CRISPR-Based Epigenome Editing Tools (Charles Gersbach),Duke University,2550171,2018-10-01,Open Philanthropy,Other,Scientific Innovation: Tools and Techniques,,,,,,,Duke University — CRISPR-Based Epigenome Editing Tools (Charles Gersbach). Focus area: Scientific Innovation: Tools and Techniques
op-01844,Chicago Community Bond Fund — Coordinator for Criminal Justice Reform Coalition,Chicago Community Bond Fund,80000,2018-10-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,Chicago Community Bond Fund — Coordinator for Criminal Justice Reform Coalition. Focus area: Criminal Justice Reform
op-01839,Washington Center for Equitable Growth — Automatic Stabilizers Conference,Washington Center for Equitable Growth,100000,2018-10-01,Open Philanthropy,Other,Macroeconomic Stabilization Policy,,,,,,,Washington Center for Equitable Growth — Automatic Stabilizers Conference. Focus area: Macroeconomic Stabilization Policy
op-01846,New Virginia Majority Education Fund — Criminal Justice Reform (2018),New Virginia Majority Education Fund,220000,2018-10-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,New Virginia Majority Education Fund — Criminal Justice Reform (2018). Focus area: Criminal Justice Reform
op-01840,Photo Patch Foundation  — General Support,Photo Patch Foundation,10000,2018-10-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,Photo Patch Foundation  — General Support. Focus area: Criminal Justice Reform
op-01819,Otwarte Klatki — CARE Conference Travel Grants,Otwarte Klatki,10350,2018-10-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Otwarte Klatki — CARE Conference Travel Grants. Focus area: Farm Animal Welfare
op-01841,Boston Children’s Hospital — Chronic Pain Research (Yi Zhang),Boston Children's Hospital,2695376,2018-10-01,Open Philanthropy,Other,Transformative Basic Science,,,,,,,Boston Children’s Hospital — Chronic Pain Research (Yi Zhang). Focus area: Transformative Basic Science
op-01852,Oxford Uehiro Centre for Practical Ethics — Animal Sentience Workshop,Oxford Uehiro Centre for Practical Ethics,6683,2018-10-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Oxford Uehiro Centre for Practical Ethics — Animal Sentience Workshop. Focus area: Farm Animal Welfare
op-01858,Prevent Cruelty California — “Yes on Prop 12” Campaign,Prevent Cruelty California,4000000,2018-10-01,Open Philanthropy,AW,Cage-Free Reforms,,,,,,,Prevent Cruelty California — “Yes on Prop 12” Campaign. Focus area: Cage-Free Reforms
op-01857,Eurogroup for Animals — Fish Welfare (2018),Eurogroup for Animals,990000,2018-09-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Eurogroup for Animals — Fish Welfare (2018). Focus area: Farm Animal Welfare
op-01850,Center for a New American Security — Outreach on Technological Risk Led by Richard Danzig,Center for a New American Security,400352,2018-09-01,Open Philanthropy,LTXR,Global Catastrophic Risks,,,,,,,Center for a New American Security — Outreach on Technological Risk Led by Richard Danzig. Focus area: Global Catastrophic Risks
op-01851,Community Justice Exchange — General Support,Community Justice Exchange,250000,2018-09-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,Community Justice Exchange — General Support. Focus area: Criminal Justice Reform
op-01853,Better Eating International — Organizational Development,Better Eating International,12690,2018-09-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Better Eating International — Organizational Development. Focus area: Farm Animal Welfare
op-01862,Fórum Nacional de Proteção e Defesa Animal — Crate- and Cage-Free Campaigning in Brazil (2018),Fórum Nacional de Proteção e Defesa Animal,200000,2018-08-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Fórum Nacional de Proteção e Defesa Animal — Crate- and Cage-Free Campaigning in Brazil (2018). Focus area: Farm Animal Welfare
op-01876,Plant Based Foods Association — State-Level Policy (2018),Plant Based Foods Association,250000,2018-08-01,Open Philanthropy,AW,Alternatives to Animal Products,,,,,,,Plant Based Foods Association — State-Level Policy (2018). Focus area: Alternatives to Animal Products
gw-00359,Top Charities Fund grant August 2018,Against Malaria Foundation,2870000,2018-08-01,GiveWell,GH,Global Health & Development,,,,Malaria; Insecticide-treated nets (ITNs),,https://blog.givewell.org/2018/08/28/allocation-of-discretionary-funds-from-q2-2018/,"Top Charities Fund grant August 2018. Topics: Malaria,Insecticide-treated nets (ITNs)"
op-01863,The Humane League — General Support (2018),The Humane League,10000000,2018-08-01,Open Philanthropy,AW,Cage-Free Reforms,,,,,,,The Humane League — General Support (2018). Focus area: Cage-Free Reforms
op-01866,UCSF — Chronic Pain Research (Allan Basbaum) (2019),"University of California, San Francisco",1021318,2018-08-01,Open Philanthropy,Other,Transformative Basic Science,,,,,,,UCSF — Chronic Pain Research (Allan Basbaum) (2019). Focus area: Transformative Basic Science
op-01864,California YIMBY — General Support (August 2018),California YIMBY,350000,2018-08-01,Open Philanthropy,Other,Land Use Reform,,,,,,,California YIMBY — General Support (August 2018). Focus area: Land Use Reform
op-01860,American Conservative Union Foundation — Criminal Justice Reform (2018),American Conservative Union Foundation,212000,2018-08-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,American Conservative Union Foundation — Criminal Justice Reform (2018). Focus area: Criminal Justice Reform
op-01871,Faith in Texas — Criminal Justice Reform Work,Faith in Texas,250000,2018-08-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,Faith in Texas — Criminal Justice Reform Work. Focus area: Criminal Justice Reform
op-01872,The Soze Agency — Right of Return Fellowship,The Soze Agency,300000,2018-08-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,The Soze Agency — Right of Return Fellowship. Focus area: Criminal Justice Reform
op-01861,Real Justice PAC — Criminal Justice Reform (August 2018),Real Justice PAC,850000,2018-08-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,Real Justice PAC — Criminal Justice Reform (August 2018). Focus area: Criminal Justice Reform
op-01856,GoalsRL — Workshop on Goal Specifications for Reinforcement Learning,GoalsRL,7500,2018-08-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,GoalsRL — Workshop on Goal Specifications for Reinforcement Learning. Focus area: Potential Risks from Advanced AI
op-01865,Texas Organizing Project Education Fund — Working With MOVE San Antonio Foundation,Texas Organizing Project Education Fund,56000,2018-08-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,Texas Organizing Project Education Fund — Working With MOVE San Antonio Foundation. Focus area: Criminal Justice Reform
op-01868,Players Coalition Charitable Foundation — Criminal Justice Reform,Players Coalition Charitable Foundation,50000,2018-08-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,Players Coalition Charitable Foundation — Criminal Justice Reform. Focus area: Criminal Justice Reform
op-01869,Civil Rights Corps — General Support (2018),Civil Rights Corps,25000,2018-08-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,Civil Rights Corps — General Support (2018). Focus area: Criminal Justice Reform
op-01870,The Ladies of Hope Ministries — Hope House Project,The Ladies of Hope Ministries,155000,2018-08-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,The Ladies of Hope Ministries — Hope House Project. Focus area: Criminal Justice Reform
op-01878,Floridians for a Fair Democracy — Ballot Committee Contribution,Floridians for a Fair Democracy,750000,2018-08-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,Floridians for a Fair Democracy — Ballot Committee Contribution. Focus area: Criminal Justice Reform
gw-00358,Top Charities Fund grant August 2018,Unlimit Health (formerly SCI Foundation),1230000,2018-08-01,GiveWell,GH,Global Health & Development,,,,Deworming,,https://blog.givewell.org/2018/08/28/allocation-of-discretionary-funds-from-q2-2018/,Top Charities Fund grant August 2018. Topics: Deworming
op-01890,University of Oxford — Research on the Global Politics of AI,University of Oxford,429770,2018-07-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,University of Oxford — Research on the Global Politics of AI. Focus area: Potential Risks from Advanced AI
op-01874,Stanford University — Machine Learning Security Research Led by Dan Boneh and Florian Tramer,Stanford University,100000,2018-07-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Stanford University — Machine Learning Security Research Led by Dan Boneh and Florian Tramer. Focus area: Potential Risks from Advanced AI
gw-00361,Evidence Action Beta—Incubator Program,Evidence Action,5069866,2018-07-01,GiveWell,GH,Global Health & Development,,,,Organizational support,,https://www.givewell.org/research/incubation-grants/july-2018-evidence-action-beta-incubator,Evidence Action Beta—Incubator Program. Topics: Organizational support
op-01879,One for the World — General Support (2018),One for the World,153750,2018-07-01,Open Philanthropy,GH,Global Health & Development,,,,,,,One for the World — General Support (2018). Focus area: Global Health & Development
op-01875,Future of Humanity Institute — Work on Global Catastrophic Risks,Future of Humanity Institute,12250810,2018-07-01,Open Philanthropy,LTXR,Global Catastrophic Risks,,,,,,,Future of Humanity Institute — Work on Global Catastrophic Risks. Focus area: Global Catastrophic Risks
eaf-01540,CFAR — Long-Term Future Fund,CFAR,174021,2018-07-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Funding to trade money for saving the time or increasing the productivity of their employees (e.g. subsidizing electronics upgrades or childcare)
eaf-01541,MIRI — Long-Term Future Fund,MIRI,488994,2018-07-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Funding to trade money for saving the time or increasing the productivity of their employees (e.g. subsidizing electronics upgrades or childcare)
eaf-01538,"80,000 Hours — Long-Term Future Fund","80,000 Hours",91450,2018-07-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Funding to trade money for saving the time or increasing the productivity of their employees (e.g. subsidizing electronics upgrades or childcare)
eaf-01542,Founders Pledge — Effective Altruism Infrastructure Fund,Founders Pledge,393939,2018-07-01,EA Funds,Other,Effective Altruism Infrastructure Fund,Effective Altruism Infrastructure Fund,,,,,,Funding to trade money for saving the time or increasing the productivity of their employees (e.g. subsidizing electronics upgrades or childcare)
eaf-01539,CEA — Long-Term Future Fund,CEA,162537,2018-07-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Funding to trade money for saving the time or increasing the productivity of their employees (e.g. subsidizing electronics upgrades or childcare)
op-01896,Nuclear Threat Initiative — Global Health Security Index,Nuclear Threat Initiative,3556773,2018-07-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,Nuclear Threat Initiative — Global Health Security Index. Focus area: Biosecurity & Pandemic Preparedness
